result,radmean,,textmean,,perimean,,areamean,,smoomean,,compmean,,concave,,copoints,,symmetry,,fractal,,radse,,textse,,perimtrse,,arease,,smoothse,,compse,,concavse,,conptse
5,9.787,,19.94,,62.11,,294.5,,0.1024,,0.05301,,0.006829,,0.007937,,0.135,,0.0689,,0.335,,2.043,,2.132,,20.05,,0.01113,,0.01463,,0.005308,,0.00525
5,11.6,,12.84,,74.34,,412.6,,0.08983,,0.07525,,0.04196,,0.0335,,0.162,,0.06582,,0.2315,,0.5391,,1.475,,15.75,,0.006153,,0.0133,,0.01693,,0.006884
5,14.42,,19.77,,94.48,,642.5,,0.09752,,0.1141,,0.09388,,0.05839,,0.1879,,0.0639,,0.2895,,1.851,,2.376,,26.85,,0.008005,,0.02895,,0.03321,,0.01424
5,13.61,,24.98,,88.05,,582.7,,0.09488,,0.08511,,0.08625,,0.04489,,0.1609,,0.05871,,0.4565,,1.29,,2.861,,43.14,,0.005872,,0.01488,,0.02647,,0.009921
5,6.981,,13.43,,43.79,,143.5,,0.117,,0.07568,,0,,0,,0.193,,0.07818,,0.2241,,1.508,,1.553,,9.833,,0.01019,,0.01084,,0,,0
5,12.18,,20.52,,77.22,,458.7,,0.08013,,0.04038,,0.02383,,0.0177,,0.1739,,0.05677,,0.1924,,1.571,,1.183,,14.68,,0.00508,,0.006098,,0.01069,,0.006797
5,9.876,,19.4,,63.95,,298.3,,0.1005,,0.09697,,0.06154,,0.03029,,0.1945,,0.06322,,0.1803,,1.222,,1.528,,11.77,,0.009058,,0.02196,,0.03029,,0.01112
5,10.49,,19.29,,67.41,,336.1,,0.09989,,0.08578,,0.02995,,0.01201,,0.2217,,0.06481,,0.355,,1.534,,2.302,,23.13,,0.007595,,0.02219,,0.0288,,0.008614
5,13.11,,15.56,,87.21,,530.2,,0.1398,,0.1765,,0.2071,,0.09601,,0.1925,,0.07692,,0.3908,,0.9238,,2.41,,34.66,,0.007162,,0.02912,,0.05473,,0.01388
5,11.64,,18.33,,75.17,,412.5,,0.1142,,0.1017,,0.0707,,0.03485,,0.1801,,0.0652,,0.306,,1.657,,2.155,,20.62,,0.00854,,0.0231,,0.02945,,0.01398
5,12.36,,18.54,,79.01,,466.7,,0.08477,,0.06815,,0.02643,,0.01921,,0.1602,,0.06066,,0.1199,,0.8944,,0.8484,,9.227,,0.003457,,0.01047,,0.01167,,0.005558
5,22.27,,19.67,,152.8,,1509,,0.1326,,0.2768,,0.4264,,0.1823,,0.2556,,0.07039,,1.215,,1.545,,10.05,,170,,0.006515,,0.08668,,0.104,,0.0248
5,11.34,,21.26,,72.48,,396.5,,0.08759,,0.06575,,0.05133,,0.01899,,0.1487,,0.06529,,0.2344,,0.9861,,1.597,,16.41,,0.009113,,0.01557,,0.02443,,0.006435
5,9.777,,16.99,,62.5,,290.2,,0.1037,,0.08404,,0.04334,,0.01778,,0.1584,,0.07065,,0.403,,1.424,,2.747,,22.87,,0.01385,,0.02932,,0.02722,,0.01023
5,12.63,,20.76,,82.15,,480.4,,0.09933,,0.1209,,0.1065,,0.06021,,0.1735,,0.0707,,0.3424,,1.803,,2.711,,20.48,,0.01291,,0.04042,,0.05101,,0.02295
5,14.26,,19.65,,97.83,,629.9,,0.07837,,0.2233,,0.3003,,0.07798,,0.1704,,0.07769,,0.3628,,1.49,,3.399,,29.25,,0.005298,,0.07446,,0.1435,,0.02292
5,10.51,,20.19,,68.64,,334.2,,0.1122,,0.1303,,0.06476,,0.03068,,0.1922,,0.07782,,0.3336,,1.86,,2.041,,19.91,,0.01188,,0.03747,,0.04591,,0.01544
5,8.726,,15.83,,55.84,,230.9,,0.115,,0.08201,,0.04132,,0.01924,,0.1649,,0.07633,,0.1665,,0.5864,,1.354,,8.966,,0.008261,,0.02213,,0.03259,,0.0104
5,11.93,,21.53,,76.53,,438.6,,0.09768,,0.07849,,0.03328,,0.02008,,0.1688,,0.06194,,0.3118,,0.9227,,2,,24.79,,0.007803,,0.02507,,0.01835,,0.007711
6,8.95,,15.76,,58.74,,245.2,,0.09462,,0.1243,,0.09263,,0.02308,,0.1305,,0.07163,,0.3132,,0.9789,,3.28,,16.94,,0.01835,,0.0676,,0.09263,,0.02308
6,14.87,,16.67,,98.64,,682.5,,0.1162,,0.1649,,0.169,,0.08923,,0.2157,,0.06768,,0.4266,,0.9489,,2.989,,41.18,,0.006985,,0.02563,,0.03011,,0.01271
6,15.78,,22.91,,105.7,,782.6,,0.1155,,0.1752,,0.2133,,0.09479,,0.2096,,0.07331,,0.552,,1.072,,3.598,,58.63,,0.008699,,0.03976,,0.0595,,0.0139
6,17.95,,20.01,,114.2,,982,,0.08402,,0.06722,,0.07293,,0.05596,,0.2129,,0.05025,,0.5506,,1.214,,3.357,,54.04,,0.004024,,0.008422,,0.02291,,0.009863
6,11.41,,10.82,,73.34,,403.3,,0.09373,,0.06685,,0.03512,,0.02623,,0.1667,,0.06113,,0.1408,,0.4607,,1.103,,10.5,,0.00604,,0.01529,,0.01514,,0.00646
6,18.66,,17.12,,121.4,,1077,,0.1054,,0.11,,0.1457,,0.08665,,0.1966,,0.06213,,0.7128,,1.581,,4.895,,90.47,,0.008102,,0.02101,,0.03342,,0.01601
6,24.25,,20.2,,166.2,,1761,,0.1447,,0.2867,,0.4268,,0.2012,,0.2655,,0.06877,,1.509,,3.12,,9.807,,233,,0.02333,,0.09806,,0.1278,,0.01822
6,14.5,,10.89,,94.28,,640.7,,0.1101,,0.1099,,0.08842,,0.05778,,0.1856,,0.06402,,0.2929,,0.857,,1.928,,24.19,,0.003818,,0.01276,,0.02882,,0.012
6,13.37,,16.39,,86.1,,553.5,,0.07115,,0.07325,,0.08092,,0.028,,0.1422,,0.05823,,0.1639,,1.14,,1.223,,14.66,,0.005919,,0.0327,,0.04957,,0.01038
6,13.85,,17.21,,88.44,,588.7,,0.08785,,0.06136,,0.0142,,0.01141,,0.1614,,0.0589,,0.2185,,0.8561,,1.495,,17.91,,0.004599,,0.009169,,0.009127,,0.004814
6,13.61,,24.69,,87.76,,572.6,,0.09258,,0.07862,,0.05285,,0.03085,,0.1761,,0.0613,,0.231,,1.005,,1.752,,19.83,,0.004088,,0.01174,,0.01796,,0.00688
6,19,,18.91,,123.4,,1138,,0.08217,,0.08028,,0.09271,,0.05627,,0.1946,,0.05044,,0.6896,,1.342,,5.216,,81.23,,0.004428,,0.02731,,0.0404,,0.01361
6,15.1,,16.39,,99.58,,674.5,,0.115,,0.1807,,0.1138,,0.08534,,0.2001,,0.06467,,0.4309,,1.068,,2.796,,39.84,,0.009006,,0.04185,,0.03204,,0.02258
6,19.79,,25.12,,130.4,,1192,,0.1015,,0.1589,,0.2545,,0.1149,,0.2202,,0.06113,,0.4953,,1.199,,2.765,,63.33,,0.005033,,0.03179,,0.04755,,0.01043
6,12.19,,13.29,,79.08,,455.8,,0.1066,,0.09509,,0.02855,,0.02882,,0.188,,0.06471,,0.2005,,0.8163,,1.973,,15.24,,0.006773,,0.02456,,0.01018,,0.008094
6,15.46,,19.48,,101.7,,748.9,,0.1092,,0.1223,,0.1466,,0.08087,,0.1931,,0.05796,,0.4743,,0.7859,,3.094,,48.31,,0.00624,,0.01484,,0.02813,,0.01093
6,16.16,,21.54,,106.2,,809.8,,0.1008,,0.1284,,0.1043,,0.05613,,0.216,,0.05891,,0.4332,,1.265,,2.844,,43.68,,0.004877,,0.01952,,0.02219,,0.009231
6,15.71,,13.93,,102,,761.7,,0.09462,,0.09462,,0.07135,,0.05933,,0.1816,,0.05723,,0.3117,,0.8155,,1.972,,27.94,,0.005217,,0.01515,,0.01678,,0.01268
6,18.45,,21.91,,120.2,,1075,,0.0943,,0.09709,,0.1153,,0.06847,,0.1692,,0.05727,,0.5959,,1.202,,3.766,,68.35,,0.006001,,0.01422,,0.02855,,0.009148
6,12.77,,22.47,,81.72,,506.3,,0.09055,,0.05761,,0.04711,,0.02704,,0.1585,,0.06065,,0.2367,,1.38,,1.457,,19.87,,0.007499,,0.01202,,0.02332,,0.00892
6,11.71,,16.67,,74.72,,423.6,,0.1051,,0.06095,,0.03592,,0.026,,0.1339,,0.05945,,0.4489,,2.508,,3.258,,34.37,,0.006578,,0.0138,,0.02662,,0.01307
6,11.43,,15.39,,73.06,,399.8,,0.09639,,0.06889,,0.03503,,0.02875,,0.1734,,0.05865,,0.1759,,0.9938,,1.143,,12.67,,0.005133,,0.01521,,0.01434,,0.008602
6,14.95,,17.57,,96.85,,678.1,,0.1167,,0.1305,,0.1539,,0.08624,,0.1957,,0.06216,,1.296,,1.452,,8.419,,101.9,,0.01,,0.0348,,0.06577,,0.02801
6,11.28,,13.39,,73,,384.8,,0.1164,,0.1136,,0.04635,,0.04796,,0.1771,,0.06072,,0.3384,,1.343,,1.851,,26.33,,0.01127,,0.03498,,0.02187,,0.01965
6,9.738,,11.97,,61.24,,288.5,,0.0925,,0.04102,,0,,0,,0.1903,,0.06422,,0.1988,,0.496,,1.218,,12.26,,0.00604,,0.005656,,0,,0
7,16.11,,18.05,,105.1,,813,,0.09721,,0.1137,,0.09447,,0.05943,,0.1861,,0.06248,,0.7049,,1.332,,4.533,,74.08,,0.00677,,0.01938,,0.03067,,0.01167
7,11.43,,17.31,,73.66,,398,,0.1092,,0.09486,,0.02031,,0.01861,,0.1645,,0.06562,,0.2843,,1.908,,1.937,,21.38,,0.006664,,0.01735,,0.01158,,0.00952
7,12.9,,15.92,,83.74,,512.2,,0.08677,,0.09509,,0.04894,,0.03088,,0.1778,,0.06235,,0.2143,,0.7712,,1.689,,16.64,,0.005324,,0.01563,,0.0151,,0.007584
7,10.75,,14.97,,68.26,,355.3,,0.07793,,0.05139,,0.02251,,0.007875,,0.1399,,0.05688,,0.2525,,1.239,,1.806,,17.74,,0.006547,,0.01781,,0.02018,,0.005612
7,11.9,,14.65,,78.11,,432.8,,0.1152,,0.1296,,0.0371,,0.03003,,0.1995,,0.07839,,0.3962,,0.6538,,3.021,,25.03,,0.01017,,0.04741,,0.02789,,0.0111
7,11.8,,16.58,,78.99,,432,,0.1091,,0.17,,0.1659,,0.07415,,0.2678,,0.07371,,0.3197,,1.426,,2.281,,24.72,,0.005427,,0.03633,,0.04649,,0.01843
7,14.95,,18.77,,97.84,,689.5,,0.08138,,0.1167,,0.0905,,0.03562,,0.1744,,0.06493,,0.422,,1.909,,3.271,,39.43,,0.00579,,0.04877,,0.05303,,0.01527
7,14.44,,15.18,,93.97,,640.1,,0.0997,,0.1021,,0.08487,,0.05532,,0.1724,,0.06081,,0.2406,,0.7394,,2.12,,21.2,,0.005706,,0.02297,,0.03114,,0.01493
7,13.74,,17.91,,88.12,,585,,0.07944,,0.06376,,0.02881,,0.01329,,0.1473,,0.0558,,0.25,,0.7574,,1.573,,21.47,,0.002838,,0.01592,,0.0178,,0.005828
7,13,,20.78,,83.51,,519.4,,0.1135,,0.07589,,0.03136,,0.02645,,0.254,,0.06087,,0.4202,,1.322,,2.873,,34.78,,0.007017,,0.01142,,0.01949,,0.01153
7,8.219,,20.7,,53.27,,203.9,,0.09405,,0.1305,,0.1321,,0.02168,,0.2222,,0.08261,,0.1935,,1.962,,1.243,,10.21,,0.01243,,0.05416,,0.07753,,0.01022
7,9.731,,15.34,,63.78,,300.2,,0.1072,,0.1599,,0.4108,,0.07857,,0.2548,,0.09296,,0.8245,,2.664,,4.073,,49.85,,0.01097,,0.09586,,0.396,,0.05279
7,11.15,,13.08,,70.87,,381.9,,0.09754,,0.05113,,0.01982,,0.01786,,0.183,,0.06105,,0.2251,,0.7815,,1.429,,15.48,,0.009019,,0.008985,,0.01196,,0.008232
7,13.15,,15.34,,85.31,,538.9,,0.09384,,0.08498,,0.09293,,0.03483,,0.1822,,0.06207,,0.271,,0.7927,,1.819,,22.79,,0.008584,,0.02017,,0.03047,,0.009536
7,12.25,,17.94,,78.27,,460.3,,0.08654,,0.06679,,0.03885,,0.02331,,0.197,,0.06228,,0.22,,0.9823,,1.484,,16.51,,0.005518,,0.01562,,0.01994,,0.007924
7,17.68,,20.74,,117.4,,963.7,,0.1115,,0.1665,,0.1855,,0.1054,,0.1971,,0.06166,,0.8113,,1.4,,5.54,,93.91,,0.009037,,0.04954,,0.05206,,0.01841
7,16.84,,19.46,,108.4,,880.2,,0.07445,,0.07223,,0.0515,,0.02771,,0.1844,,0.05268,,0.4789,,2.06,,3.479,,46.61,,0.003443,,0.02661,,0.03056,,0.0111
7,12.06,,12.74,,76.84,,448.6,,0.09311,,0.05241,,0.01972,,0.01963,,0.159,,0.05907,,0.1822,,0.7285,,1.171,,13.25,,0.005528,,0.009789,,0.008342,,0.006273
7,10.9,,12.96,,68.69,,366.8,,0.07515,,0.03718,,0.00309,,0.006588,,0.1442,,0.05743,,0.2818,,0.7614,,1.808,,18.54,,0.006142,,0.006134,,0.001835,,0.003576
7,11.75,,20.18,,76.1,,419.8,,0.1089,,0.1141,,0.06843,,0.03738,,0.1993,,0.06453,,0.5018,,1.693,,3.926,,38.34,,0.009433,,0.02405,,0.04167,,0.01152
7,19.19,,15.94,,126.3,,1157,,0.08694,,0.1185,,0.1193,,0.09667,,0.1741,,0.05176,,1,,0.6336,,6.971,,119.3,,0.009406,,0.03055,,0.04344,,0.02794
7,19.59,,18.15,,130.7,,1214,,0.112,,0.1666,,0.2508,,0.1286,,0.2027,,0.06082,,0.7364,,1.048,,4.792,,97.07,,0.004057,,0.02277,,0.04029,,0.01303
7,12.34,,22.22,,79.85,,464.5,,0.1012,,0.1015,,0.0537,,0.02822,,0.1551,,0.06761,,0.2949,,1.656,,1.955,,21.55,,0.01134,,0.03175,,0.03125,,0.01135
7,23.27,,22.04,,152.1,,1686,,0.08439,,0.1145,,0.1324,,0.09702,,0.1801,,0.05553,,0.6642,,0.8561,,4.603,,97.85,,0.00491,,0.02544,,0.02822,,0.01623
7,14.97,,19.76,,95.5,,690.2,,0.08421,,0.05352,,0.01947,,0.01939,,0.1515,,0.05266,,0.184,,1.065,,1.286,,16.64,,0.003634,,0.007983,,0.008268,,0.006432
8,10.8,,9.71,,68.77,,357.6,,0.09594,,0.05736,,0.02531,,0.01698,,0.1381,,0.064,,0.1728,,0.4064,,1.126,,11.48,,0.007809,,0.009816,,0.01099,,0.005344
8,16.78,,18.8,,109.3,,886.3,,0.08865,,0.09182,,0.08422,,0.06576,,0.1893,,0.05534,,0.599,,1.391,,4.129,,67.34,,0.006123,,0.0247,,0.02626,,0.01604
8,17.47,,24.68,,116.1,,984.6,,0.1049,,0.1603,,0.2159,,0.1043,,0.1538,,0.06365,,1.088,,1.41,,7.337,,122.3,,0.006174,,0.03634,,0.04644,,0.01569
8,14.97,,16.95,,96.22,,685.9,,0.09855,,0.07885,,0.02602,,0.03781,,0.178,,0.0565,,0.2713,,1.217,,1.893,,24.28,,0.00508,,0.0137,,0.007276,,0.009073
8,12.32,,12.39,,78.85,,464.1,,0.1028,,0.06981,,0.03987,,0.037,,0.1959,,0.05955,,0.236,,0.6656,,1.67,,17.43,,0.008045,,0.0118,,0.01683,,0.01241
8,13.43,,19.63,,85.84,,565.4,,0.09048,,0.06288,,0.05858,,0.03438,,0.1598,,0.05671,,0.4697,,1.147,,3.142,,43.4,,0.006003,,0.01063,,0.02151,,0.009443
8,15.46,,11.89,,102.5,,736.9,,0.1257,,0.1555,,0.2032,,0.1097,,0.1966,,0.07069,,0.4209,,0.6583,,2.805,,44.64,,0.005393,,0.02321,,0.04303,,0.0132
8,11.08,,14.71,,70.21,,372.7,,0.1006,,0.05743,,0.02363,,0.02583,,0.1566,,0.06669,,0.2073,,1.805,,1.377,,19.08,,0.01496,,0.02121,,0.01453,,0.01583
8,10.66,,15.15,,67.49,,349.6,,0.08792,,0.04302,,0,,0,,0.1928,,0.05975,,0.3309,,1.925,,2.155,,21.98,,0.008713,,0.01017,,0,,0
8,8.671,,14.45,,54.42,,227.2,,0.09138,,0.04276,,0,,0,,0.1722,,0.06724,,0.2204,,0.7873,,1.435,,11.36,,0.009172,,0.008007,,0,,0
8,9.904,,18.06,,64.6,,302.4,,0.09699,,0.1294,,0.1307,,0.03716,,0.1669,,0.08116,,0.4311,,2.261,,3.132,,27.48,,0.01286,,0.08808,,0.1197,,0.0246
8,16.46,,20.11,,109.3,,832.9,,0.09831,,0.1556,,0.1793,,0.08866,,0.1794,,0.06323,,0.3037,,1.284,,2.482,,31.59,,0.006627,,0.04094,,0.05371,,0.01813
8,13.01,,22.22,,82.01,,526.4,,0.06251,,0.01938,,0.001595,,0.001852,,0.1395,,0.05234,,0.1731,,1.142,,1.101,,14.34,,0.003418,,0.002252,,0.001595,,0.001852
8,12.81,,13.06,,81.29,,508.8,,0.08739,,0.03774,,0.009193,,0.0133,,0.1466,,0.06133,,0.2889,,0.9899,,1.778,,21.79,,0.008534,,0.006364,,0.00618,,0.007408
8,27.22,,21.87,,182.1,,2250,,0.1094,,0.1914,,0.2871,,0.1878,,0.18,,0.0577,,0.8361,,1.481,,5.82,,128.7,,0.004631,,0.02537,,0.03109,,0.01241
8,21.09,,26.57,,142.7,,1311,,0.1141,,0.2832,,0.2487,,0.1496,,0.2395,,0.07398,,0.6298,,0.7629,,4.414,,81.46,,0.004253,,0.04759,,0.03872,,0.01567
8,15.7,,20.31,,101.2,,766.6,,0.09597,,0.08799,,0.06593,,0.05189,,0.1618,,0.05549,,0.3699,,1.15,,2.406,,40.98,,0.004626,,0.02263,,0.01954,,0.009767
8,11.41,,14.92,,73.53,,402,,0.09059,,0.08155,,0.06181,,0.02361,,0.1167,,0.06217,,0.3344,,1.108,,1.902,,22.77,,0.007356,,0.03728,,0.05915,,0.01712
8,15.28,,22.41,,98.92,,710.6,,0.09057,,0.1052,,0.05375,,0.03263,,0.1727,,0.06317,,0.2054,,0.4956,,1.344,,19.53,,0.00329,,0.01395,,0.01774,,0.006009
8,10.08,,15.11,,63.76,,317.5,,0.09267,,0.04695,,0.001597,,0.002404,,0.1703,,0.06048,,0.4245,,1.268,,2.68,,26.43,,0.01439,,0.012,,0.001597,,0.002404
8,18.31,,18.58,,118.6,,1041,,0.08588,,0.08468,,0.08169,,0.05814,,0.1621,,0.05425,,0.2577,,0.4757,,1.817,,28.92,,0.002866,,0.009181,,0.01412,,0.006719
8,11.71,,17.19,,74.68,,420.3,,0.09774,,0.06141,,0.03809,,0.03239,,0.1516,,0.06095,,0.2451,,0.7655,,1.742,,17.86,,0.006905,,0.008704,,0.01978,,0.01185
8,11.81,,17.39,,75.27,,428.9,,0.1007,,0.05562,,0.02353,,0.01553,,0.1718,,0.0578,,0.1859,,1.926,,1.011,,14.47,,0.007831,,0.008776,,0.01556,,0.00624
8,12.3,,15.9,,78.83,,463.7,,0.0808,,0.07253,,0.03844,,0.01654,,0.1667,,0.05474,,0.2382,,0.8355,,1.687,,18.32,,0.005996,,0.02212,,0.02117,,0.006433
8,14.22,,23.12,,94.37,,609.9,,0.1075,,0.2413,,0.1981,,0.06618,,0.2384,,0.07542,,0.286,,2.11,,2.112,,31.72,,0.00797,,0.1354,,0.1166,,0.01666
8,12.77,,21.41,,82.02,,507.4,,0.08749,,0.06601,,0.03112,,0.02864,,0.1694,,0.06287,,0.7311,,1.748,,5.118,,53.65,,0.004571,,0.0179,,0.02176,,0.01757
8,9.72,,18.22,,60.73,,288.1,,0.0695,,0.02344,,0,,0,,0.1653,,0.06447,,0.3539,,4.885,,2.23,,21.69,,0.001713,,0.006736,,0,,0
8,12.34,,26.86,,81.15,,477.4,,0.1034,,0.1353,,0.1085,,0.04562,,0.1943,,0.06937,,0.4053,,1.809,,2.642,,34.44,,0.009098,,0.03845,,0.03763,,0.01321
8,14.86,,23.21,,100.4,,671.4,,0.1044,,0.198,,0.1697,,0.08878,,0.1737,,0.06672,,0.2796,,0.9622,,3.591,,25.2,,0.008081,,0.05122,,0.05551,,0.01883
8,12.91,,16.33,,82.53,,516.4,,0.07941,,0.05366,,0.03873,,0.02377,,0.1829,,0.05667,,0.1942,,0.9086,,1.493,,15.75,,0.005298,,0.01587,,0.02321,,0.00842
8,13.77,,22.29,,90.63,,588.9,,0.12,,0.1267,,0.1385,,0.06526,,0.1834,,0.06877,,0.6191,,2.112,,4.906,,49.7,,0.0138,,0.03348,,0.04665,,0.0206
